Customer ID,Customer Segmentation,Seasonal Trends,Delivery Time,Number of Items Purchased
2424,New,Summer preperation,25,4
2425,VIP,Summer preperation,27,4
2426,VIP,Summer preperation,17,3
2427,Loyal,Summer preperation,27,3
2428,New,Summer preperation,3,7
2429,VIP,Christmas present,26,7
2430,VIP,Back to school,7,3
2431,New,Christmas present,6,1
2432,VIP,Back to school,29,8
2433,New,Christmas present,21,6
2434,New,Summer preperation,8,2
2435,VIP,Summer preperation,25,3
2436,Loyal,Summer preperation,2,8
2437,New,Back to school,24,4
2438,VIP,Summer preperation,16,6
2439,Loyal,Christmas present,29,9
2440,New,Christmas present,14,4
2441,Loyal,Back to school,5,8
2442,VIP,Pre-fall shopping,19,7
2443,VIP,Back to school,3,9
2444,New,Pre-fall shopping,9,3
2445,New,Back to school,9,7
2446,Loyal,Pre-fall shopping,28,2
2447,Loyal,Summer preperation,22,9
2448,VIP,Christmas present,22,7
2449,VIP,Back to school,30,8
2450,New,Pre-fall shopping,19,7
2451,VIP,Summer preperation,9,4
2452,VIP,Pre-fall shopping,26,3
2453,VIP,Christmas present,20,2
2454,VIP,Pre-fall shopping,5,7
2455,Loyal,Summer preperation,3,9
2456,VIP,Pre-fall shopping,20,1
2457,New,Christmas present,25,3
2458,Loyal,Christmas present,10,2
2459,New,Christmas present,29,4
2460,VIP,Christmas present,18,5
2461,Loyal,Pre-fall shopping,5,8
2462,VIP,Back to school,7,8
2463,New,Pre-fall shopping,20,7
2464,Loyal,Pre-fall shopping,19,4
2465,VIP,Summer preperation,21,4
2466,VIP,Pre-fall shopping,23,3
2467,VIP,Pre-fall shopping,20,6
2468,VIP,Back to school,11,5
2469,Loyal,Christmas present,3,6
2470,VIP,Christmas present,9,3
2471,VIP,Back to school,11,4
2472,New,Back to school,13,4
2473,Loyal,Summer preperation,7,7
2474,Loyal,Back to school,8,6
2475,New,Back to school,5,8
2476,VIP,Christmas present,28,3
2477,VIP,Summer preperation,15,7
2478,New,Christmas present,22,9
2479,New,Summer preperation,13,2
2480,New,Back to school,28,2
2481,New,Pre-fall shopping,23,8
2482,VIP,Pre-fall shopping,2,1
2483,Loyal,Back to school,6,6
2484,Loyal,Christmas present,13,9
2485,VIP,Summer preperation,16,2
2486,VIP,Summer preperation,7,7
2487,New,Christmas present,24,6
2488,Loyal,Summer preperation,21,5
2489,New,Back to school,22,9
2490,New,Pre-fall shopping,6,5
2491,Loyal,Christmas present,9,4
2492,New,Pre-fall shopping,23,5
2493,VIP,Pre-fall shopping,19,3
2494,VIP,Summer preperation,20,3
2495,New,Pre-fall shopping,12,6
2496,New,Summer preperation,3,7
2497,New,Back to school,20,5
2498,New,Back to school,26,2
2499,Loyal,Christmas present,8,5
2500,VIP,Summer preperation,13,8
2501,New,Summer preperation,29,2
2502,Loyal,Back to school,19,5
2503,New,Christmas present,30,8
2504,VIP,Summer preperation,16,9
2505,New,Back to school,19,7
2506,Loyal,Back to school,4,6
2507,VIP,Summer preperation,22,2
2508,VIP,Back to school,30,2
2509,Loyal,Back to school,9,3
2510,New,Christmas present,12,2
2511,VIP,Back to school,5,7
2512,Loyal,Christmas present,14,4
2513,Loyal,Summer preperation,14,7
2514,VIP,Summer preperation,21,5
2515,Loyal,Pre-fall shopping,23,1
2516,New,Summer preperation,3,8
2517,VIP,Christmas present,24,8
2518,New,Back to school,19,2
2519,VIP,Pre-fall shopping,13,9
2520,Loyal,Christmas present,22,2
2521,VIP,Christmas present,14,8
2522,Loyal,Pre-fall shopping,22,1
2523,Loyal,Summer preperation,8,4
2524,VIP,Pre-fall shopping,17,5
2525,New,Summer preperation,28,6
2526,New,Back to school,23,7
2527,Loyal,Pre-fall shopping,8,2
2528,New,Christmas present,8,1
2529,Loyal,Summer preperation,15,4
2530,New,Christmas present,14,5
2531,Loyal,Christmas present,19,4
2532,VIP,Christmas present,2,4
2533,Loyal,Summer preperation,11,1
2534,New,Christmas present,20,3
2535,VIP,Summer preperation,20,8
2536,New,Back to school,28,8
2537,New,Pre-fall shopping,6,2
2538,New,Pre-fall shopping,8,4
2539,New,Back to school,2,1
2540,Loyal,Summer preperation,24,2
2541,Loyal,Pre-fall shopping,14,3
2542,New,Summer preperation,28,8
2543,VIP,Pre-fall shopping,16,1
2544,New,Summer preperation,9,5
2545,VIP,Pre-fall shopping,26,2
2546,New,Christmas present,19,5
2547,Loyal,Pre-fall shopping,5,6
2548,Loyal,Christmas present,17,2
2549,VIP,Back to school,20,1
2550,Loyal,Summer preperation,12,2
2551,VIP,Back to school,29,5
2552,New,Pre-fall shopping,23,2
2553,New,Christmas present,13,1
2554,Loyal,Back to school,5,4
2555,New,Back to school,4,8
2556,New,Summer preperation,3,5
2557,New,Christmas present,21,4
2558,VIP,Christmas present,23,5
2559,VIP,Pre-fall shopping,30,4
2560,Loyal,Pre-fall shopping,17,9
2561,VIP,Summer preperation,10,3
2562,New,Christmas present,7,4
2563,Loyal,Pre-fall shopping,13,8
2564,Loyal,Summer preperation,8,9
2565,Loyal,Back to school,27,3
2566,New,Pre-fall shopping,15,3
2567,Loyal,Christmas present,16,1
2568,New,Christmas present,7,3
2569,VIP,Back to school,27,4
2570,VIP,Summer preperation,7,7
2571,VIP,Back to school,28,4
2572,VIP,Summer preperation,27,3
2573,New,Back to school,18,8
2574,Loyal,Summer preperation,21,8
2575,Loyal,Pre-fall shopping,14,3
2576,New,Christmas present,19,5
2577,VIP,Back to school,6,8
2578,VIP,Pre-fall shopping,7,9
2579,VIP,Back to school,15,1
2580,VIP,Summer preperation,28,4
2581,Loyal,Pre-fall shopping,19,1
2582,Loyal,Summer preperation,20,5
2583,VIP,Back to school,7,7
2584,Loyal,Pre-fall shopping,18,3
2585,VIP,Back to school,11,2
2586,VIP,Back to school,15,6
2587,VIP,Summer preperation,27,6
2588,Loyal,Back to school,19,6
2589,VIP,Summer preperation,28,2
2590,VIP,Back to school,28,1
2591,New,Christmas present,2,9
2592,Loyal,Back to school,18,4
2593,VIP,Christmas present,29,1
2594,VIP,Back to school,16,9
2595,VIP,Back to school,16,4
2596,Loyal,Christmas present,18,7
2597,VIP,Christmas present,29,3
2598,Loyal,Christmas present,5,1
2599,New,Summer preperation,23,5
2600,New,Summer preperation,6,3
2601,New,Pre-fall shopping,30,2
2602,New,Summer preperation,18,7
2603,New,Christmas present,17,2
2604,VIP,Back to school,30,3
2605,Loyal,Christmas present,19,2
2606,New,Back to school,11,9
2607,New,Pre-fall shopping,7,3
2608,New,Summer preperation,23,4
2609,VIP,Back to school,17,6
2610,Loyal,Christmas present,19,5
2611,New,Pre-fall shopping,22,1
2612,VIP,Summer preperation,26,4
2613,Loyal,Christmas present,5,1
2614,VIP,Pre-fall shopping,9,4
2615,VIP,Back to school,11,7
2616,Loyal,Pre-fall shopping,5,2
2617,Loyal,Pre-fall shopping,25,8
2618,VIP,Back to school,13,6
2619,New,Summer preperation,29,4
2620,VIP,Summer preperation,24,8
2621,New,Back to school,22,2
2622,New,Christmas present,15,6
2623,VIP,Summer preperation,17,1
2624,Loyal,Back to school,27,7
2625,New,Christmas present,9,9
2626,New,Christmas present,2,8
2627,Loyal,Summer preperation,13,4
2628,New,Pre-fall shopping,26,9
2629,Loyal,Back to school,14,4
2630,New,Pre-fall shopping,25,6
2631,New,Back to school,4,4
2632,VIP,Pre-fall shopping,25,2
2633,New,Back to school,6,8
2634,Loyal,Pre-fall shopping,10,5
2635,Loyal,Summer preperation,12,9
2636,Loyal,Pre-fall shopping,10,7
2637,Loyal,Back to school,19,1
2638,VIP,Pre-fall shopping,25,6
2639,Loyal,Summer preperation,13,1
2640,Loyal,Back to school,4,9
2641,VIP,Back to school,11,1
2642,New,Pre-fall shopping,9,3
2643,Loyal,Christmas present,24,2
2644,New,Christmas present,30,8
2645,New,Christmas present,17,6
2646,Loyal,Back to school,10,9
2647,VIP,Pre-fall shopping,26,1
2648,Loyal,Back to school,10,3
2649,VIP,Pre-fall shopping,8,1
2650,VIP,Summer preperation,14,9
2651,Loyal,Summer preperation,14,9
2652,Loyal,Pre-fall shopping,27,4
2653,New,Back to school,2,7
2654,Loyal,Back to school,6,3
2655,New,Christmas present,30,2
2656,New,Back to school,13,3
2657,New,Pre-fall shopping,10,2
2658,VIP,Pre-fall shopping,4,2
2659,New,Christmas present,3,2
2660,Loyal,Back to school,19,6
2661,New,Pre-fall shopping,12,3
2662,VIP,Pre-fall shopping,10,2
2663,VIP,Pre-fall shopping,16,5
2664,VIP,Pre-fall shopping,26,2
2665,New,Pre-fall shopping,2,5
2666,New,Back to school,2,4
2667,New,Pre-fall shopping,15,9
2668,Loyal,Pre-fall shopping,29,9
2669,Loyal,Pre-fall shopping,10,6
2670,Loyal,Christmas present,17,2
2671,VIP,Summer preperation,3,9
2672,New,Back to school,6,8
2673,Loyal,Summer preperation,9,4
2674,New,Back to school,18,6
2675,Loyal,Back to school,20,4
2676,VIP,Pre-fall shopping,14,5
2677,Loyal,Back to school,25,4
2678,Loyal,Summer preperation,30,7
2679,New,Summer preperation,12,1
2680,New,Back to school,14,8
2681,Loyal,Christmas present,30,3
2682,VIP,Christmas present,14,5
2683,Loyal,Summer preperation,17,2
2684,New,Christmas present,24,5
2685,Loyal,Summer preperation,16,3
2686,VIP,Back to school,2,6
2687,VIP,Christmas present,8,1
2688,Loyal,Summer preperation,16,4
2689,Loyal,Christmas present,5,7
2690,New,Pre-fall shopping,12,2
2691,VIP,Pre-fall shopping,23,6
2692,VIP,Christmas present,21,1
2693,VIP,Christmas present,22,1
2694,Loyal,Pre-fall shopping,9,9
2695,Loyal,Christmas present,25,1
2696,New,Pre-fall shopping,18,5
2697,New,Back to school,28,7
2698,VIP,Christmas present,30,1
2699,New,Christmas present,19,2
2700,New,Summer preperation,28,7
2701,Loyal,Christmas present,5,7
2702,Loyal,Summer preperation,3,7
2703,VIP,Back to school,2,8
2704,Loyal,Christmas present,22,4
2705,Loyal,Christmas present,18,1
2706,New,Pre-fall shopping,26,9
2707,Loyal,Christmas present,8,7
2708,VIP,Christmas present,13,3
2709,New,Pre-fall shopping,3,2
2710,VIP,Pre-fall shopping,19,4
2711,Loyal,Christmas present,24,1
2712,Loyal,Pre-fall shopping,11,3
2713,New,Christmas present,21,2
2714,Loyal,Back to school,17,3
2715,New,Summer preperation,9,6
2716,New,Pre-fall shopping,17,7
2717,Loyal,Christmas present,13,4
2718,New,Back to school,8,5
2719,New,Back to school,16,9
2720,VIP,Summer preperation,14,5
2721,Loyal,Pre-fall shopping,6,4
2722,New,Christmas present,2,7
2723,VIP,Summer preperation,6,9
2724,New,Back to school,20,8
2725,Loyal,Pre-fall shopping,21,1
2726,New,Back to school,23,1
2727,VIP,Back to school,8,5
2728,Loyal,Christmas present,11,8
2729,Loyal,Summer preperation,24,2
2730,New,Christmas present,6,5
2731,New,Summer preperation,8,7
2732,VIP,Summer preperation,23,5
2733,VIP,Back to school,13,5
2734,New,Pre-fall shopping,25,1
2735,New,Christmas present,20,8
2736,Loyal,Christmas present,28,6
2737,Loyal,Christmas present,12,5
2738,New,Summer preperation,11,7
2739,New,Pre-fall shopping,17,8
2740,VIP,Christmas present,6,8
2741,VIP,Pre-fall shopping,4,4
2742,Loyal,Christmas present,14,5
2743,New,Back to school,5,9
2744,VIP,Summer preperation,15,9
2745,VIP,Pre-fall shopping,10,1
2746,VIP,Back to school,17,9
2747,Loyal,Christmas present,30,7
2748,Loyal,Pre-fall shopping,14,8
2749,New,Pre-fall shopping,20,8
2750,Loyal,Christmas present,24,7
2751,Loyal,Summer preperation,24,3
2752,New,Christmas present,12,4
2753,VIP,Back to school,14,4
2754,VIP,Pre-fall shopping,29,6
2755,Loyal,Back to school,17,7
2756,New,Summer preperation,12,6
2757,Loyal,Christmas present,15,9
2758,New,Summer preperation,4,3
2759,New,Summer preperation,22,1
2760,New,Back to school,3,4
2761,VIP,Christmas present,27,7
2762,New,Pre-fall shopping,26,5
2763,Loyal,Summer preperation,19,9
2764,New,Pre-fall shopping,12,8
2765,VIP,Back to school,26,9
2766,Loyal,Summer preperation,24,5
2767,Loyal,Christmas present,4,5
2768,Loyal,Summer preperation,22,1
2769,VIP,Back to school,12,4
2770,Loyal,Pre-fall shopping,6,6
2771,VIP,Back to school,17,7
2772,VIP,Summer preperation,10,2
2773,VIP,Back to school,20,4
2774,Loyal,Summer preperation,7,4
2775,VIP,Summer preperation,5,6
2776,Loyal,Back to school,28,8
2777,VIP,Back to school,13,1
2778,VIP,Christmas present,13,5
2779,VIP,Back to school,2,5
2780,VIP,Christmas present,23,9
2781,New,Back to school,14,8
2782,VIP,Pre-fall shopping,12,5
2783,VIP,Summer preperation,6,6
2784,Loyal,Summer preperation,12,2
2785,VIP,Summer preperation,8,5
2786,Loyal,Christmas present,11,2
2787,VIP,Christmas present,7,2
2788,VIP,Christmas present,23,9
2789,VIP,Summer preperation,11,8
2790,Loyal,Pre-fall shopping,15,2
2791,New,Back to school,30,6
2792,Loyal,Summer preperation,17,5
2793,New,Summer preperation,21,9
2794,New,Summer preperation,12,7
2795,VIP,Christmas present,2,7
2796,VIP,Pre-fall shopping,16,1
2797,Loyal,Back to school,4,9
2798,Loyal,Back to school,23,2
2799,New,Pre-fall shopping,26,1
2800,New,Summer preperation,3,4
2801,New,Back to school,21,4
2802,Loyal,Back to school,28,2
2803,VIP,Pre-fall shopping,19,6
2804,VIP,Back to school,10,6
2805,Loyal,Back to school,16,7
2806,New,Pre-fall shopping,12,9
2807,Loyal,Christmas present,16,9
2808,VIP,Pre-fall shopping,17,6
2809,Loyal,Back to school,25,6
2810,Loyal,Summer preperation,5,5
2811,VIP,Back to school,27,1
2812,VIP,Summer preperation,28,5
2813,Loyal,Christmas present,23,3
2814,VIP,Christmas present,8,4
2815,New,Pre-fall shopping,7,4
2816,New,Christmas present,20,3
2817,VIP,Summer preperation,8,3
2818,Loyal,Summer preperation,3,6
2819,VIP,Summer preperation,17,2
2820,New,Summer preperation,30,3
2821,Loyal,Back to school,25,4
2822,Loyal,Back to school,14,7
2823,New,Back to school,3,2
2824,New,Christmas present,18,3
2825,Loyal,Back to school,24,3
2826,VIP,Christmas present,16,1
2827,Loyal,Christmas present,3,7
2828,VIP,Pre-fall shopping,3,7
2829,New,Christmas present,16,4
2830,New,Pre-fall shopping,3,5
2831,VIP,Summer preperation,4,6
2832,VIP,Christmas present,21,6
2833,Loyal,Christmas present,10,5
2834,Loyal,Christmas present,2,2
2835,VIP,Summer preperation,26,4
2836,New,Pre-fall shopping,12,3
2837,New,Pre-fall shopping,7,3
2838,VIP,Pre-fall shopping,13,3
2839,Loyal,Summer preperation,17,7
2840,VIP,Christmas present,21,3
2841,New,Christmas present,9,3
2842,New,Pre-fall shopping,17,3
2843,Loyal,Back to school,4,1
2844,VIP,Pre-fall shopping,30,7
2845,New,Christmas present,6,5
2846,New,Christmas present,19,8
2847,VIP,Summer preperation,21,9
2848,VIP,Christmas present,28,6
2849,VIP,Summer preperation,18,8
2850,Loyal,Pre-fall shopping,3,9
2851,New,Pre-fall shopping,25,1
2852,New,Back to school,23,2
2853,Loyal,Summer preperation,13,1
2854,New,Summer preperation,22,2
2855,New,Pre-fall shopping,14,6
2856,VIP,Pre-fall shopping,19,4
2857,New,Pre-fall shopping,21,9
2858,Loyal,Back to school,4,7
2859,New,Summer preperation,22,9
2860,New,Christmas present,11,3
2861,VIP,Summer preperation,8,2
2862,VIP,Summer preperation,14,8
2863,VIP,Christmas present,20,9
2864,VIP,Back to school,22,8
2865,VIP,Summer preperation,13,7
2866,New,Back to school,24,8
2867,New,Back to school,11,3
2868,Loyal,Summer preperation,3,6
2869,New,Christmas present,12,3
2870,VIP,Summer preperation,18,8
2871,VIP,Summer preperation,15,3
2872,New,Christmas present,4,5
2873,New,Summer preperation,6,4
2874,VIP,Back to school,5,3
2875,New,Pre-fall shopping,20,2
2876,Loyal,Pre-fall shopping,16,9
2877,Loyal,Summer preperation,26,3
2878,New,Christmas present,20,9
2879,New,Pre-fall shopping,6,2
2880,Loyal,Pre-fall shopping,3,1
2881,Loyal,Back to school,5,9
2882,VIP,Pre-fall shopping,6,7
2883,New,Christmas present,21,7
2884,VIP,Summer preperation,28,2
2885,New,Pre-fall shopping,20,8
2886,VIP,Back to school,15,2
2887,New,Christmas present,14,7
2888,New,Pre-fall shopping,11,8
2889,Loyal,Christmas present,19,8
2890,VIP,Pre-fall shopping,16,3
2891,VIP,Summer preperation,8,1
2892,VIP,Back to school,11,4
2893,New,Summer preperation,13,2
2894,VIP,Pre-fall shopping,25,8
2895,Loyal,Summer preperation,11,1
2896,New,Summer preperation,9,7
2897,Loyal,Christmas present,4,6
2898,VIP,Back to school,4,7
2899,VIP,Back to school,21,5
2900,VIP,Christmas present,11,9
2901,VIP,Pre-fall shopping,25,7
2902,New,Summer preperation,28,8
2903,Loyal,Christmas present,24,3
2904,New,Summer preperation,8,6
2905,New,Summer preperation,20,7
2906,Loyal,Back to school,23,4
2907,VIP,Back to school,16,5
2908,Loyal,Pre-fall shopping,21,3
2909,VIP,Summer preperation,10,2
2910,VIP,Pre-fall shopping,15,5
2911,Loyal,Back to school,27,8
2912,Loyal,Christmas present,15,4
2913,Loyal,Pre-fall shopping,19,8
2914,New,Christmas present,22,6
2915,New,Christmas present,18,1
2916,Loyal,Summer preperation,5,5
2917,Loyal,Pre-fall shopping,7,2
2918,New,Christmas present,13,7
2919,Loyal,Summer preperation,18,5
2920,New,Back to school,19,4
2921,New,Pre-fall shopping,2,5
2922,New,Christmas present,15,3
2923,New,Summer preperation,22,5
2924,VIP,Summer preperation,10,3
2925,VIP,Summer preperation,20,4
2926,VIP,Pre-fall shopping,23,5
2927,VIP,Back to school,8,9
2928,VIP,Summer preperation,8,9
2929,New,Christmas present,5,1
2930,Loyal,Pre-fall shopping,11,1
2931,VIP,Summer preperation,15,9
2932,VIP,Pre-fall shopping,21,8
2933,VIP,Summer preperation,18,8
2934,VIP,Pre-fall shopping,28,3
2935,New,Back to school,17,4
2936,Loyal,Pre-fall shopping,3,5
2937,New,Christmas present,14,8
2938,New,Christmas present,27,8
2939,New,Pre-fall shopping,16,9
2940,New,Pre-fall shopping,10,2
2941,New,Back to school,2,6
2942,Loyal,Back to school,14,7
2943,New,Christmas present,20,1
2944,Loyal,Christmas present,28,3
2945,Loyal,Back to school,24,4
2946,VIP,Summer preperation,23,1
2947,New,Summer preperation,24,9
2948,New,Pre-fall shopping,16,9
2949,New,Back to school,30,5
2950,New,Pre-fall shopping,16,7
2951,New,Christmas present,12,8
2952,Loyal,Summer preperation,2,3
2953,New,Pre-fall shopping,14,2
2954,New,Christmas present,8,9
2955,VIP,Summer preperation,6,7
2956,New,Back to school,17,9
2957,Loyal,Summer preperation,17,1
2958,VIP,Summer preperation,9,4
2959,VIP,Christmas present,29,2
2960,Loyal,Pre-fall shopping,26,3
2961,New,Christmas present,14,6
2962,New,Summer preperation,12,9
2963,Loyal,Christmas present,11,6
2964,Loyal,Summer preperation,4,2
2965,New,Christmas present,25,1
2966,New,Back to school,5,5
2967,Loyal,Pre-fall shopping,14,8
2968,New,Back to school,25,8
2969,New,Christmas present,19,8
2970,VIP,Pre-fall shopping,29,1
2971,New,Christmas present,20,1
2972,New,Back to school,12,4
2973,VIP,Christmas present,22,9
2974,VIP,Pre-fall shopping,18,6
2975,New,Back to school,6,5
2976,VIP,Back to school,24,3
2977,New,Back to school,3,7
2978,New,Summer preperation,17,7
2979,Loyal,Back to school,15,9
2980,Loyal,Back to school,10,4
2981,Loyal,Back to school,3,8
2982,New,Pre-fall shopping,30,2
2983,New,Back to school,11,8
2984,VIP,Christmas present,11,4
2985,Loyal,Back to school,18,4
2986,Loyal,Pre-fall shopping,4,6
2987,VIP,Back to school,24,6
2988,VIP,Pre-fall shopping,23,1
2989,Loyal,Back to school,18,1
2990,VIP,Pre-fall shopping,10,9
2991,New,Summer preperation,10,1
2992,VIP,Back to school,4,3
2993,New,Christmas present,26,4
2994,Loyal,Pre-fall shopping,25,1
2995,Loyal,Christmas present,20,3
2996,VIP,Back to school,28,7
2997,New,Summer preperation,12,4
2998,VIP,Summer preperation,11,8
2999,Loyal,Summer preperation,15,1
3000,Loyal,Summer preperation,25,2
3001,VIP,Back to school,7,4
3002,VIP,Christmas present,29,6
3003,VIP,Pre-fall shopping,15,7
3004,Loyal,Pre-fall shopping,30,1
3005,Loyal,Summer preperation,8,4
3006,Loyal,Summer preperation,24,8
3007,Loyal,Pre-fall shopping,26,8
3008,Loyal,Pre-fall shopping,25,8
3009,New,Pre-fall shopping,20,1
3010,Loyal,Pre-fall shopping,3,2
3011,Loyal,Christmas present,2,1
3012,Loyal,Back to school,16,4
3013,New,Christmas present,21,9
3014,New,Christmas present,6,2
3015,Loyal,Pre-fall shopping,8,3
3016,New,Back to school,16,6
3017,VIP,Christmas present,25,5
3018,New,Pre-fall shopping,19,5
3019,New,Christmas present,4,6
3020,New,Christmas present,9,9
3021,Loyal,Back to school,18,1
3022,VIP,Christmas present,10,7
3023,VIP,Pre-fall shopping,23,8
3024,VIP,Christmas present,28,3
3025,Loyal,Summer preperation,23,2
3026,New,Pre-fall shopping,11,6
3027,New,Back to school,13,3
3028,Loyal,Christmas present,12,2
3029,Loyal,Back to school,8,2
3030,New,Summer preperation,9,4
3031,Loyal,Back to school,25,3
3032,Loyal,Pre-fall shopping,8,4
3033,Loyal,Christmas present,30,3
3034,Loyal,Pre-fall shopping,4,1
3035,New,Christmas present,26,9
3036,New,Pre-fall shopping,15,5
3037,VIP,Christmas present,7,2
3038,Loyal,Summer preperation,12,5
3039,VIP,Summer preperation,2,7
3040,New,Christmas present,13,6
3041,Loyal,Back to school,26,9
3042,Loyal,Pre-fall shopping,20,7
3043,Loyal,Pre-fall shopping,16,4
3044,VIP,Back to school,6,7
3045,New,Back to school,26,3
3046,Loyal,Back to school,13,9
3047,Loyal,Christmas present,4,6
3048,VIP,Back to school,2,3
3049,New,Pre-fall shopping,20,6
3050,New,Pre-fall shopping,23,2
3051,VIP,Christmas present,8,1
3052,New,Back to school,28,1
3053,Loyal,Christmas present,11,3
3054,VIP,Christmas present,19,7
3055,Loyal,Summer preperation,27,3
3056,Loyal,Christmas present,7,9
3057,Loyal,Summer preperation,5,9
3058,VIP,Christmas present,14,4
3059,Loyal,Christmas present,16,9
3060,New,Back to school,3,8
3061,New,Christmas present,20,9
3062,New,Back to school,19,1
3063,Loyal,Pre-fall shopping,21,1
3064,VIP,Back to school,26,4
3065,New,Summer preperation,30,8
3066,VIP,Summer preperation,28,5
3067,VIP,Pre-fall shopping,28,7
3068,New,Pre-fall shopping,29,4
3069,New,Summer preperation,22,6
3070,New,Pre-fall shopping,17,4
3071,Loyal,Pre-fall shopping,2,4
3072,VIP,Christmas present,15,1
3073,Loyal,Back to school,6,7
3074,New,Christmas present,20,8
3075,New,Christmas present,30,6
3076,New,Christmas present,8,2
3077,New,Back to school,3,8
3078,Loyal,Christmas present,5,8
3079,New,Pre-fall shopping,11,2
3080,New,Christmas present,5,2
3081,New,Summer preperation,2,5
3082,VIP,Summer preperation,13,6
3083,New,Summer preperation,13,2
3084,Loyal,Christmas present,11,6
3085,VIP,Pre-fall shopping,11,5
3086,Loyal,Summer preperation,25,3
3087,VIP,Pre-fall shopping,8,6
3088,Loyal,Pre-fall shopping,22,9
3089,Loyal,Back to school,13,8
3090,Loyal,Pre-fall shopping,13,6
3091,Loyal,Back to school,26,8
3092,VIP,Summer preperation,4,3
3093,VIP,Back to school,28,1
3094,VIP,Pre-fall shopping,5,8
3095,Loyal,Pre-fall shopping,18,1
3096,New,Back to school,29,4
3097,New,Pre-fall shopping,29,5
3098,Loyal,Back to school,12,1
3099,New,Pre-fall shopping,16,5
3100,New,Summer preperation,17,2
3101,New,Summer preperation,2,4
3102,VIP,Back to school,5,7
3103,New,Summer preperation,20,3
3104,New,Summer preperation,16,3
3105,New,Back to school,15,5
3106,Loyal,Christmas present,30,4
3107,VIP,Pre-fall shopping,23,8
3108,VIP,Summer preperation,15,5
3109,VIP,Christmas present,5,3
3110,VIP,Back to school,22,4
3111,Loyal,Back to school,21,1
3112,VIP,Back to school,10,8
3113,Loyal,Back to school,2,8
3114,VIP,Pre-fall shopping,24,5
3115,Loyal,Christmas present,9,3
3116,New,Pre-fall shopping,29,6
3117,New,Summer preperation,30,6
3118,Loyal,Pre-fall shopping,17,7
3119,Loyal,Christmas present,24,7
3120,VIP,Christmas present,30,9
3121,Loyal,Christmas present,18,9
3122,Loyal,Back to school,17,7
3123,Loyal,Pre-fall shopping,17,5
3124,Loyal,Christmas present,15,3
3125,Loyal,Back to school,30,2
3126,VIP,Christmas present,16,8
3127,New,Christmas present,14,8
3128,Loyal,Christmas present,9,8
3129,VIP,Christmas present,29,6
3130,VIP,Pre-fall shopping,13,1
3131,VIP,Pre-fall shopping,13,8
3132,VIP,Summer preperation,20,5
3133,VIP,Christmas present,27,1
3134,Loyal,Summer preperation,5,2
3135,Loyal,Christmas present,15,6
3136,New,Back to school,18,3
3137,VIP,Christmas present,4,9
3138,Loyal,Pre-fall shopping,30,4
3139,New,Summer preperation,4,3
3140,Loyal,Christmas present,24,8
3141,New,Christmas present,10,5
3142,Loyal,Back to school,15,6
3143,VIP,Back to school,29,8
3144,New,Back to school,20,7
3145,VIP,Summer preperation,9,4
3146,VIP,Summer preperation,12,1
3147,Loyal,Christmas present,3,2
3148,VIP,Summer preperation,4,3
3149,VIP,Pre-fall shopping,5,1
3150,Loyal,Christmas present,24,7
3151,New,Back to school,28,7
3152,New,Back to school,9,7
3153,VIP,Christmas present,18,6
3154,Loyal,Summer preperation,4,3
3155,New,Back to school,3,8
3156,Loyal,Summer preperation,30,2
3157,Loyal,Pre-fall shopping,24,1
3158,New,Back to school,7,2
3159,VIP,Pre-fall shopping,30,9
3160,New,Pre-fall shopping,14,1
3161,Loyal,Pre-fall shopping,21,6
3162,New,Christmas present,6,1
3163,Loyal,Christmas present,19,8
3164,Loyal,Pre-fall shopping,21,1
3165,New,Pre-fall shopping,12,4
3166,Loyal,Summer preperation,21,6
3167,Loyal,Back to school,11,2
3168,New,Christmas present,19,7
3169,New,Christmas present,3,5
3170,New,Pre-fall shopping,6,5
3171,New,Christmas present,4,6
3172,VIP,Back to school,16,8
3173,Loyal,Pre-fall shopping,20,9
3174,New,Pre-fall shopping,3,5
3175,Loyal,Back to school,29,8
3176,Loyal,Christmas present,4,8
3177,Loyal,Back to school,24,2
3178,VIP,Back to school,2,3
3179,Loyal,Christmas present,4,1
3180,VIP,Pre-fall shopping,13,2
3181,New,Christmas present,4,4
3182,VIP,Christmas present,16,9
3183,VIP,Summer preperation,11,6
3184,New,Back to school,4,1
3185,VIP,Back to school,23,5
3186,Loyal,Christmas present,15,5
3187,VIP,Summer preperation,28,2
3188,VIP,Pre-fall shopping,19,9
3189,New,Christmas present,4,5
3190,New,Back to school,12,5
3191,VIP,Christmas present,18,3
3192,Loyal,Back to school,5,1
3193,Loyal,Pre-fall shopping,4,1
3194,New,Summer preperation,14,3
3195,VIP,Back to school,17,3
3196,Loyal,Pre-fall shopping,20,3
3197,Loyal,Pre-fall shopping,20,7
3198,New,Christmas present,26,2
3199,New,Summer preperation,27,6
3200,VIP,Summer preperation,3,4
3201,New,Summer preperation,11,6
3202,VIP,Pre-fall shopping,12,5
3203,Loyal,Summer preperation,30,3
3204,New,Summer preperation,28,1
3205,Loyal,Pre-fall shopping,24,7
3206,VIP,Back to school,21,7
3207,Loyal,Pre-fall shopping,7,2
3208,New,Pre-fall shopping,22,1
3209,Loyal,Pre-fall shopping,7,7
3210,New,Summer preperation,10,3
3211,Loyal,Back to school,11,1
3212,VIP,Christmas present,25,3
3213,New,Pre-fall shopping,30,4
3214,New,Summer preperation,25,1
